city,latitude,longitude,cityFIPS7,county,countyPrimary_igfi,countyPrimary,countyFIPS5,stateName,type
Frederika,42.8816453,-92.3082344,1929010,Bremer,x,,19017,Iowa,
Fredonia,41.2846047,-91.3386762,1929055,Louisa,x,,19115,Iowa,
Aplington,42.5820329,-92.8845695,1902395,Butler,x,,19023,Iowa,
Fremont,41.2125116,-92.4354648,1929190,Mahaska,x,,19123,Iowa,
Fruitland,41.3561152,-91.1287769,1929280,Muscatine,x,,19139,Iowa,
Frytown,41.4830723,-91.7060015,1929325,Johnson,x,,19103,Iowa,CDP
Galt,42.693076,-93.6055899,1929550,Wright,x,,19197,Iowa,
Galva,42.5069289,-95.4172221,1929595,Ida,x,,19093,Iowa,
Garber,42.7419328,-91.2620768,1929685,Clayton,x,,19043,Iowa,
Garden City,42.2455406,-93.3954865,1929730,Hardin,x,,19083,Iowa,CDP
Garden Grove,40.8272245,-93.6071621,1929775,Decatur,x,,19053,Iowa,
Garnavillo,42.8685981,-91.2359644,1929910,Clayton,x,,19043,Iowa,
Garner,43.1023343,-93.6020858,1929955,Hancock,x,,19081,Iowa,
Arcadia,42.0872073,-95.0461023,1902485,Carroll,x,,19027,Iowa,
Garrison,42.1441612,-92.1437942,1930000,Benton,x,,19011,Iowa,
Garwin,42.0935999,-92.6757523,1930045,Tama,x,,19171,Iowa,
Geneva,42.6755165,-93.1296043,1930135,Franklin,x,,19069,Iowa,
George,43.3438624,-96.0022431,1930225,Lyon,x,,19119,Iowa,
Gibson,41.4811167,-92.3935181,1930540,Keokuk,x,,19107,Iowa,
Gilbert,42.1069288,-93.6496628,1930630,Story,x,,19169,Iowa,
Gilbertville,42.4161001,-92.2149046,1930675,Black Hawk,x,,19013,Iowa,
Gillett Grove,43.0158045,-95.03749,1930810,Clay,x,,19041,Iowa,
Gilman,41.8788799,-92.7893617,1930900,Marshall,x,,19127,Iowa,
Gilmore City,42.7294176,-94.4477507,1930945,Humboldt,x,x,19091,Iowa,
Archer,43.1152567,-95.7458465,1902530,O'Brien,x,,19141,Iowa,
Gilmore City,42.7294176,-94.4477507,1930945,Pocahontas,,,19151,Iowa,
Gladbrook,42.1877647,-92.715199,1931035,Tama,x,,19171,Iowa,
Glenwood,41.0469437,-95.7425056,1931350,Mills,x,,19129,Iowa,
Glidden,42.0569297,-94.72887,1931395,Carroll,x,,19027,Iowa,
Goldfield,42.7349711,-93.9149462,1931530,Wright,x,,19197,Iowa,
Goodell,42.9230219,-93.6163218,1931575,Hancock,x,,19081,Iowa,
Goose Lake,41.9675262,-90.3829093,1931665,Clinton,x,,19045,Iowa,
Gowrie,42.2806289,-94.2907762,1931710,Webster,x,,19187,Iowa,
Graettinger,43.237733,-94.751303,1931800,Palo Alton,x,,19147,Iowa,
Graf,42.4930565,-90.8712405,1931845,Dubuque,x,,19061,Iowa,
Aredale,42.8330278,-93.0054745,1902620,Butler,x,,19023,Iowa,
Grafton,43.3299641,-93.0693679,1931890,Worth,x,,19195,Iowa,
Grand Junction,42.0313859,-94.2371186,1931980,Greene,x,,19073,Iowa,
Grand Mound,41.8247927,-90.6476151,1932025,Clinton,x,,19045,Iowa,
Grand River,40.8194405,-93.9624481,1932070,Decatur,x,,19053,Iowa,
Grandview,41.2758617,-91.1884837,1932115,Louisa,x,,19115,Iowa,
Granger,41.7610984,-93.8243923,1932160,Dallas,x,,19049,Iowa,
Grant,41.1427675,-94.9847084,1932295,Montgomery,x,,19137,Iowa,
Granville,42.9855402,-95.8736256,1932475,Sioux,x,,19167,Iowa,
Gravity,40.7605426,-94.7435821,1932520,Taylor,x,,19173,Iowa,
Gray,41.8394302,-94.9830448,1932565,Audubon,x,,19009,Iowa,
Arion,41.9461666,-95.4594338,1902755,Crawford,x,,19047,Iowa,
Greeley,42.5858221,-91.3415286,1932610,Delaware,x,,19055,Iowa,
Greene,42.8958066,-92.8024158,1932745,Butler,x,,19023,Iowa,
Greenfield,41.3052657,-94.4613543,1932790,Adair,x,,19001,Iowa,
Green Mountain,42.1016542,-92.8204774,1932925,Marshall,x,,19127,Iowa,unincorporated community
Greenville,43.01664,-95.1461046,1932970,Clay,x,,19041,Iowa,
Grimes,41.6883646,-93.7925199,1933060,Dallas,,,19049,Iowa,
Grimes,41.6883646,-93.7925199,1933060,Polk,x,x,19153,Iowa,
Grinnell,41.7434092,-92.7232456,1933105,Poweshiek,x,,19157,Iowa,
Griswold,41.234991,-95.1374929,1933150,Cass,x,,19029,Iowa,
Grundy Center,42.3616501,-92.7685327,1933195,Grundy,x,,19075,Iowa,
Adair,41.50043,-94.6433504,1900370,Adair,x,x,19001,Iowa,
Arispe,40.9494354,-94.2191198,1902800,Union,x,,19175,Iowa,
Gruver,43.3932914,-94.7052597,1933240,Emmet,x,,19063,Iowa,
Guernsey,41.6486132,-92.342684,1933285,Poweshiek,x,,19157,Iowa,
Guthrie Center,41.6772087,-94.5033044,1933420,Guthrie,x,,19077,Iowa,
Guttenberg,42.7899897,-91.1029068,1933465,Clayton,x,,19043,Iowa,
Halbur,42.0069297,-94.9699895,1933645,Carroll,x,,19027,Iowa,
Hamburg,40.6044458,-95.6577711,1933780,Fremont,x,,19071,Iowa,
Hamilton,41.1699246,-92.9034876,1933870,Marion,x,,19125,Iowa,
Hampton,42.7425009,-93.2103402,1933960,Franklin,x,,19069,Iowa,
Hancock,41.3901703,-95.3633591,1934005,Pottawattamie,x,,19155,Iowa,
Hanlontown,43.2803948,-93.3786783,1934185,Worth,x,,19195,Iowa,
Arlington,42.7491501,-91.6712663,1902845,Fayette,x,,19065,Iowa,
Hansell,42.7569032,-93.1043084,1934365,Franklin,x,,19069,Iowa,
Harcourt,42.2627534,-94.1757943,1934410,Webster,x,,19187,Iowa,
Hardy,42.8105258,-94.0513432,1934455,Humboldt,x,,19091,Iowa,
Harlan,41.653044,-95.3255541,1934500,Shelby,x,,19165,Iowa,
Harper,41.3625116,-92.0510106,1934545,Keokuk,x,,19107,Iowa,
Harpers Ferry,43.2005358,-91.1531852,1934590,Allamakee,x,,19005,Iowa,
Harris,43.444903,-95.4335602,1934635,Osceola,x,,19143,Iowa,
Hartford,41.4594355,-93.4049333,1934680,Warren,x,,19181,Iowa,
Hartley,43.1802719,-95.4770511,1934725,O'Brien,x,,19141,Iowa,
Hartwick,41.784875,-92.3448474,1934770,Poweshiek,x,,19157,Iowa,
Armstrong,43.3960697,-94.4783082,1902935,Emmet,x,,19063,Iowa,
Harvey,41.315833,-92.9240884,1934860,Marion,x,,19125,Iowa,
Hastings,41.0236518,-95.4992019,1934995,Mills,x,,19129,Iowa,
Havelock,42.8360833,-94.7005363,1935130,Pocahontas,x,,19151,Iowa,
Haverhill,41.9449889,-92.9607541,1935220,Marshall,x,,19127,Iowa,
Hawarden,42.9963772,-96.4891976,1935265,Sioux,x,,19167,Iowa,
Hawkeye,42.9385894,-91.9501687,1935310,Fayette,x,,19065,Iowa,
Hayesville,41.2644569,-92.2490711,1935445,Keokuk,x,,19107,Iowa,
Hayfield,43.1766254,-93.6952163,1935490,Hancock,x,,19091,Iowa,CDP
Hazleton,42.6174483,-91.9056039,1935580,Buchanan,x,,19019,Iowa,
Hedrick,41.1725134,-92.3087945,1935670,Keokuk,x,,19107,Iowa,
Arnolds Park,43.3727408,-95.1238841,1903025,Dickinson,x,,19059,Iowa,
Henderson,41.1405507,-95.43111,1935715,Mills,x,,19129,Iowa,
Hepburn,40.8491568,-95.0172036,1935760,Page,x,,19145,Iowa,
Hiawatha,42.0491958,-91.6815252,1935940,Linn,x,,19113,Iowa,
High Amana,41.8033392,-91.9382346,1936030,Iowa,x,,19095,Iowa,CDP
Hills,41.5541855,-91.5348875,1936345,Johnson,x,,19103,Iowa,
Hillsboro,40.8366959,-91.7157202,1936390,Henry,x,,19087,Iowa,
Hinton,42.6266175,-96.2924857,1936480,Plymouth,x,,19149,Iowa,
Holiday Lake,41.8185424,-92.4486716,1936660,Poweshiek,x,,19157,Iowa,CDP
Holland,42.3988715,-92.8004769,1936705,Grundy,x,,19075,Iowa,
Holstein,42.4891531,-95.545003,1936840,Ida,x,,19093,Iowa,
Arthur,42.3357283,-95.3474528,1903115,Ida,x,,19093,Iowa,
Holy Cross,42.6005516,-90.9956854,1936885,Dubuque,x,,19061,Iowa,
Homestead,41.759477,-91.8671024,1936975,Iowa,x,,19095,Iowa,CDP
Hopkinton,42.3438857,-91.2484799,1937155,Delaware,x,,19055,Iowa,
Hornick,42.2305463,-96.097517,1937200,Woodbury,x,,19193,Iowa,
Hospers,43.0719637,-95.9047077,1937290,Sioux,x,,19167,Iowa,
Houghton,40.7836439,-91.6029375,1937335,Lee,x,,19111,Iowa,
Hubbard,42.3055396,-93.3002055,1937425,Hardin,x,,19083,Iowa,
Hudson,42.406653,-92.4554671,1937470,Black Hawk,x,,19013,Iowa,
Hull,43.1885919,-96.1336329,1937515,Sioux,x,,19167,Iowa,
Humboldt,42.7208047,-94.2152402,1937560,Humboldt,x,,19091,Iowa,
Asbury,42.5144462,-90.751516,1903160,Dubuque,x,,19061,Iowa,
Humeston,40.858892,-93.4974371,1937605,Wayne,x,,19185,Iowa,
Hutchins,43.09163,-93.8810585,1937875,Hancock,x,,19081,Iowa,CDP
Huxley,41.895265,-93.6007732,1937920,Story,x,,19169,Iowa,
Ida Grove,42.3462987,-95.4716235,1938010,Ida,x,,19093,Iowa,
Imogene,40.8794417,-95.4269371,1938055,Fremont,x,,19071,Iowa,
Independence,42.4685978,-91.8893386,1938100,Buchanan,x,,19019,Iowa,
Indianola,41.3580484,-93.5574376,1938280,Warren,x,,19181,Iowa,
Inwood,43.3072022,-96.4319799,1938415,Lyon,x,,19119,Iowa,
Ionia,43.0341414,-92.4560143,1938460,Chickasaw,x,,19037,Iowa,
Iowa City,41.6611277,-91.5301683,1938595,Johnson,x,,19103,Iowa,
Ashton,43.3121952,-95.788072,1903295,Osceola,x,,19143,Iowa,
Iowa Falls,42.5198868,-93.2645741,1938640,Hardin,x,,19083,Iowa,
Ireton,42.97471,-96.3183585,1938820,Sioux,x,,19167,Iowa,
Irvington,43.0074676,-94.1955173,1938955,Kossuth,x,,19109,Iowa,CDP
Irwin,41.7916538,-95.2058286,1939000,Shelby,x,,19165,Iowa,
Jackson Junction,43.1149733,-92.0323906,1939135,Winneshiek,x,,19191,Iowa,
Jacksonville,41.644333,-95.151741,1939180,Shelby,x,,19165,Iowa,CDP
Jamaica,41.8460962,-94.3096871,1939225,Guthrie,x,,19077,Iowa,
Janesville,42.6438713,-92.458797,1939405,Black Hawk,,,19013,Iowa,
Janesville,42.6438713,-92.458797,1939405,Bremer,x,x,19017,Iowa,
Jefferson,42.0172457,-94.3774232,1939450,Greene,x,,19073,Iowa,
Aspinwall,41.911931,-95.135549,1903340,Crawford,x,,19047,Iowa,
Jesup,42.475543,-92.0637884,1939585,Black Hawk,,,19013,Iowa,
Jesup,42.475543,-92.0637884,1939585,Buchanan,x,x,19019,Iowa,
Jewell Junction,42.306818,-93.6400274,1939675,Hamilton,x,,19079,Iowa,
Johnston,41.6709834,-93.7130493,1939765,Polk,x,,19153,Iowa,
Joice,43.3626927,-93.4540338,1939855,Worth,x,,19195,Iowa,
Jolley,42.4788677,-94.7188696,1939900,Calhoun,x,,19025,Iowa,
Kalona,41.4830723,-91.7060015,1940170,Washington,x,,19183,Iowa,
Kamrar,42.3910886,-93.72994,1940215,Hamilton,x,,19079,Iowa,
Kanawha,42.9377443,-93.7932746,1940260,Hancock,x,,19081,Iowa,
Kellerton,40.7108291,-94.0499506,1940350,Ringgold,x,,19159,Iowa,
Atalissa,41.5711357,-91.1659887,1903385,Muscatine,x,,19139,Iowa,
Kelley,41.950542,-93.66522,1940395,Story,x,,19169,Iowa,
Kellogg,41.7180533,-92.9077629,1940440,Jasper,x,,19099,Iowa,
Kensett,43.3535696,-93.2104815,1940665,Worth,x,,19195,Iowa,
Kent,40.9524887,-94.4544057,1940710,Union,x,,19175,Iowa,CDP
Keokuk,40.4044731,-91.3963966,1940845,Lee,x,,19111,Iowa,
Keomah Village,41.2883419,-92.5365785,1940890,Mahaska,x,,19123,Iowa,
Keosauqua,40.7303057,-91.9623949,1940935,Van Buren,x,,19177,Iowa,
Keota,41.3639015,-91.9537859,1940980,Keokuk,x,,19107,Iowa,
Keswick,41.4525084,-92.2393485,1941070,Keokuk,x,,19107,Iowa,
Keystone,41.9983294,-92.1974065,1941115,Benton,x,,19011,Iowa,
Athelstan,40.5726749,-94.542237,1903430,Taylor,x,,19173,Iowa,CDP
Kimballton,41.628599,-95.0730466,1941295,Audubon,x,,19009,Iowa,
Kingsley,42.588324,-95.9675165,1941385,Plymouth,x,,19149,Iowa,
Kinross,41.4608441,-91.9868424,1941475,Keokuk,x,,19107,Iowa,
Kirkman,41.7285986,-95.2652747,1941520,Shelby,x,,19165,Iowa,
Kirkville,41.1455673,-92.5040772,1941565,Wapello,x,,19179,Iowa,
Kiron,42.1955423,-95.327774,1941610,Crawford,x,,19047,Iowa,
Klemme,43.0069077,-93.6029884,1941655,Hancock,x,,19081,Iowa,
Knierim,42.454588,-94.457458,1941790,Calhoun,x,,19025,Iowa,
Knoxville,41.320343,-93.09967,1942015,Marion,x,,19125,Iowa,
La Motte,42.2958455,-90.6209631,1943050,Jackson,x,,19097,Iowa,
Adair,41.50043,-94.6433504,1900370,Guthrie,,,19077,Iowa,
Atkins,41.9969436,-91.8621262,1903475,Benton,x,,19011,Iowa,
La Porte City,42.3149911,-92.1921275,1943365,Black Hawk,x,,19013,Iowa,
Lacona,41.1897188,-93.382989,1942285,Warren,x,,19181,Iowa,
Ladora,41.7547247,-92.1835156,1942330,Iowa,x,,19095,Iowa,
Lake City,42.2674828,-94.7338704,1942465,Calhoun,x,,19025,Iowa,
Lake Mills,43.419329,-93.5325269,1942555,Winnebago,x,,19189,Iowa,
Lake Panorama,41.7222853,-94.4092071,1942575,Guthrie,x,,19077,Iowa,CDP
Lake Park,43.4532977,-95.3225004,1942600,Dickinson,x,,19059,Iowa,
Lake View,42.3116499,-95.053324,1942690,Sac,x,,19161,Iowa,
Lakeside,42.6213691,-95.1733278,1942645,Buena Vista,x,,19021,Iowa,
Lakota,43.3771806,-94.0938478,1942825,Kossuth,x,,19109,Iowa,
Atlantic,41.4036007,-95.0138776,1903520,Cass,x,,19029,Iowa,
Lambs Grove,41.7008717,-93.0789094,1942870,Jasper,x,,19099,Iowa,
Lamoni,40.622777,-93.9341158,1942960,Decatur,x,,19053,Iowa,
Lamont,42.5985957,-91.6421006,1943005,Buchanan,x,,19019,Iowa,
Lanesboro,42.1844279,-94.6913689,1943140,Carroll,x,,19027,Iowa,
Lansing,43.3609053,-91.218768,1943275,Allamakee,x,,19005,Iowa,
Larchwood,43.4535861,-96.434205,1943410,Lyon,x,,19119,Iowa,
Larrabee,42.8608138,-95.5452848,1943500,Cherokee,x,,19035,Iowa,
Latimer,42.7633056,-93.3682594,1943590,Franklin,x,,19069,Iowa,
Laurel,41.8841565,-92.9221412,1943680,Marshall,x,,19127,Iowa,
Laurens,42.8466398,-94.8519296,1943725,Pocahontas,x,,19151,Iowa,
Auburn,42.2513724,-94.8777638,1903610,Sac,x,,19161,Iowa,
Lawler,43.0695607,-92.1557563,1943815,Chickasaw,x,,19037,Iowa,
Lawton,42.4786037,-96.1839121,1943905,Woodbury,x,,19193,Iowa,
Le Claire,41.5975061,-90.3462215,1944085,Scott,x,,19163,Iowa,
Le Grand,42.0069336,-92.7754761,1944220,Marshall,x,x,19127,Iowa,
Le Grand,42.0069336,-92.7754761,1944220,Tama,,,19171,Iowa,
Le Mars,42.7941567,-96.1655778,1944400,Plymouth,x,,19149,Iowa,
Le Roy,40.8777792,-93.5927169,1944580,Decatur,x,,19053,Iowa,
Leando,40.8336341,-92.0887878,1943950,Van Buren,x,,19177,Iowa,CDP
Ledyard,43.4216241,-94.1621842,1944130,Kossuth,x,,19109,Iowa,
Lehigh,42.3599729,-94.0521771,1944265,Webster,x,,19187,Iowa,
Audubon,41.7180421,-94.9324868,1903655,Audubon,x,,19009,Iowa,
Leighton,41.3372242,-92.7871403,1944310,Mahaska,x,,19123,Iowa,
Leland,43.3371775,-93.6352157,1944355,Winnebago,x,,19189,Iowa,
Lenox,40.8816547,-94.5619095,1944490,Adams,,,19003,Iowa,
Lenox,40.8816547,-94.5619095,1944490,Taylor,x,x,19173,Iowa,
Leon,40.739724,-93.7477217,1944535,Decatur,x,,19053,Iowa,
Lester,43.4375077,-96.3327156,1944670,Lyon,x,,19119,Iowa,
Letts,41.3300271,-91.2362638,1944715,Louisa,x,,19115,Iowa,
Lewis,41.3058237,-95.0833248,1944805,Cass,x,,19029,Iowa,
Libertyville,40.9575203,-92.0512863,1944985,Jefferson,x,,19101,Iowa,
Lidderdale,42.124429,-94.7830386,1945030,Carroll,x,,19027,Iowa,
Aurelia,42.71276,-95.4366701,1903745,Cherokee,x,,19035,Iowa,
Lime Springs,43.4488554,-92.2807251,1945165,Howard,x,,19089,Iowa,
Lincoln,42.2627638,-92.6918654,1945255,Tama,x,,19171,Iowa,
Linden,41.6444317,-94.2691286,1945390,Dallas,x,,19049,Iowa,
Lineville,40.5843892,-93.5234432,1945435,Wayne,x,,19185,Iowa,
Linn Grove,42.8916443,-95.2466637,1945480,Buena Vista,x,,19021,Iowa,
Lisbon,41.9211198,-91.3854466,1945615,Linn,x,,19113,Iowa,
Liscomb,42.1880411,-93.0071458,1945660,Marshall,x,,19127,Iowa,
Little Cedar,43.3802849,-92.7257634,1945705,Mitchell,x,,19131,Iowa,CDP
Little Rock,43.4441353,-95.8833524,1945795,Lyon,x,,19119,Iowa,
Little Sioux,41.8094323,-96.0211227,1945840,Harrison,x,,19085,Iowa,
Aurora,42.618873,-91.7284957,1903835,Buchanan,x,,19019,Iowa,
Littleport,42.7547086,-91.369303,1945750,Clayton,x,,19043,Iowa,unincorporated community
Livermore,42.8684765,-94.1849388,1945975,Humboldt,x,,19091,Iowa,
Lockridge,40.9947756,-91.7475707,1946065,Jefferson,x,,19101,Iowa,
Logan,41.6430472,-95.7891614,1946155,Harrison,x,,19085,Iowa,
Lohrville,42.2702588,-94.5485865,1946245,Calhoun,x,,19025,Iowa,
Lone Rock,43.2201711,-94.3244079,1946290,Kossuth,x,,19109,Iowa,
Lone Tree,41.4880775,-91.425994,1946335,Johnson,x,,19103,Iowa,
Long Grove,41.6975304,-90.5826381,1946425,Scott,x,,19163,Iowa,
Lorimor,41.1283249,-94.0532835,1946515,Union,x,,19175,Iowa,
Lost Nation,41.9639095,-90.8176431,1946605,Clinton,x,,19045,Iowa,
Avoca,41.4766571,-95.3380549,1903970,Pottawattamie,x,,19155,Iowa,
Loveland,41.497471,-95.887817,1946785,Pottawattamie,x,,19155,Iowa,CDP
Lovilia,41.1358371,-92.9040881,1946830,Monroe,x,,19135,Iowa,
Low Moor,41.8016967,-90.3548535,1947010,Clinton,x,,19045,Iowa,
Lowden,41.8571761,-90.9250832,1946920,Cedar,x,,19031,Iowa,
Lu Verne,42.9082323,-94.0845981,1947370,Humboldt,,,19091,Iowa,
Lu Verne,42.9082323,-94.0845981,1947370,Kossuth,x,x,19109,Iowa,
Luana,43.0603496,-91.454584,1947055,Clayton,x,,19043,Iowa,
Lucas,41.0274991,-93.4599348,1947100,Lucas,x,,19117,Iowa,
Luther,41.9677627,-93.8188366,1947280,Boone,x,,19015,Iowa,
Luxemburg,42.6027721,-91.0740206,1947460,Dubuque,x,,19061,Iowa,
Ayrshire,43.0391346,-94.8327618,1904105,Palo Alton,x,,19147,Iowa,
Luzerne,41.9055544,-92.1799056,1947505,Benton,x,,19011,Iowa,
Lynnville,41.5774965,-92.7835261,1947595,Jasper,x,,19099,Iowa,
Lytton,42.4230361,-94.8597071,1947730,Calhoun,,,19025,Iowa,
Lytton,42.4230361,-94.8597071,1947730,Sac,x,x,19161,Iowa,
Macedonia,41.1927723,-95.4255553,1947955,Pottawattamie,x,,19155,Iowa,
Macksburg,41.2147121,-94.185232,1948180,Madison,x,,19121,Iowa,
Madrid,41.8779511,-93.8156689,1948450,Boone,x,,19015,Iowa,
Magnolia,41.6958226,-95.8766762,1948495,Harrison,x,,19085,Iowa,
Maharishi Vedic City,41.0525185,-91.9948961,1948500,Jefferson,x,,19101,Iowa,
Malcom,41.7083302,-92.559076,1948540,Poweshiek,x,,19157,Iowa,
Badger,42.6144147,-94.14607,1904195,Webster,x,,19187,Iowa,
Mallard,42.9363589,-94.6822021,1948585,Palo Alton,x,,19147,Iowa,
Maloy,40.6744348,-94.4121811,1948675,Ringgold,x,,19159,Iowa,
Malvern,41.006292,-95.5851456,1948720,Mills,x,,19129,Iowa,
Manchester,42.4857853,-91.4579698,1948810,Delaware,x,,19055,Iowa,
Manilla,41.8896933,-95.233605,1948855,Crawford,x,,19047,Iowa,
Manly,43.2907924,-93.2032593,1948900,Worth,x,,19195,Iowa,
Manning,41.9091382,-95.0651328,1948945,Carroll,x,,19027,Iowa,
Manson,42.5291439,-94.5341421,1948990,Calhoun,x,,19025,Iowa,
Mapleton,42.1658227,-95.7930621,1949170,Monona,x,,19133,Iowa,
Maquoketa,42.0689088,-90.6656914,1949215,Jackson,x,,19097,Iowa,
Bagley,41.8460964,-94.4299694,1904240,Guthrie,x,,19077,Iowa,
Marathon,42.8616407,-94.9824889,1949260,Buena Vista,x,,19021,Iowa,
Marble Rock,42.965249,-92.8640832,1949305,Floyd,x,,19067,Iowa,
Marcus,42.8272084,-95.8077912,1949350,Cherokee,x,,19035,Iowa,
Marengo,41.7927817,-92.0696253,1949395,Iowa,x,,19095,Iowa,
Marion,42.033279,-91.5968958,1949485,Linn,x,,19113,Iowa,
Marne,41.4513786,-95.1113809,1949575,Cass,x,,19029,Iowa,
Marquette,43.0444284,-91.1781855,1949620,Clayton,x,,19043,Iowa,
Marshalltown,42.0494674,-92.9080375,1949755,Marshall,x,,19127,Iowa,
Martelle,42.0216714,-91.3598896,1949845,Jones,x,,19105,Iowa,
Martensdale,41.3730474,-93.7357761,1949890,Warren,x,,19181,Iowa,
Adel,41.6144325,-94.017453,1900505,Dallas,x,,19049,Iowa,
Baldwin,42.0741832,-90.8415301,1904330,Jackson,x,,19097,Iowa,
Martinsburg,41.1789028,-92.2518487,1949935,Keokuk,x,,19107,Iowa,
Marysville,41.1805576,-92.9490895,1950070,Marion,x,,19125,Iowa,
Mason City,43.1535728,-93.2010367,1950160,Cerro Gordo,x,,19033,Iowa,
Masonville,42.4794303,-91.5912668,1950205,Delaware,x,,19055,Iowa,
Massena,41.2541538,-94.7683112,1950250,Cass,x,,19029,Iowa,
Matlock,43.2438658,-95.9352966,1950385,Sioux,x,,19167,Iowa,
Maurice,42.9672095,-96.1850216,1950430,Sioux,x,,19167,Iowa,
Maxwell,41.8919322,-93.3996546,1950520,Story,x,,19169,Iowa,
Maynard,42.7738712,-91.88239,1950610,Fayette,x,,19065,Iowa,
Maysville,41.6486402,-90.7168091,1950655,Scott,x,,19163,Iowa,
Balltown,42.6380516,-90.868739,1904375,Dubuque,x,,19061,Iowa,
McCallsburg,42.1633191,-93.3952091,1947775,Story,x,,19169,Iowa,
McCausland,41.7461421,-90.4431895,1947820,Scott,x,,19163,Iowa,
McClelland,41.3305512,-95.6836185,1947865,Pottawattamie,x,,19155,Iowa,
McGregor,43.0246813,-91.1812468,1948000,Clayton,x,,19043,Iowa,
McIntire,43.4358006,-92.5937915,1948045,Mitchell,x,,19131,Iowa,
Mechanicsville,41.9027909,-91.2546067,1950700,Cedar,x,,19031,Iowa,
Mediapolis,41.0080904,-91.1640369,1950790,Des Moines,x,,19057,Iowa,
Melbourne,41.9413772,-93.1032569,1950880,Marshall,x,,19127,Iowa,
Melcher-Dallas,41.2249966,-93.2413191,1950935,Marion,x,,19125,Iowa,
Melrose,40.9749527,-93.0494741,1950970,Monroe,x,,19135,Iowa,
Bancroft,43.2927386,-94.2180192,1904420,Kossuth,x,,19109,Iowa,
Melvin,43.2874718,-95.609178,1951060,Osceola,x,,19143,Iowa,
Menlo,41.5191542,-94.4044105,1951105,Guthrie,x,,19077,Iowa,
Meriden,42.795817,-95.6330648,1951150,Cherokee,x,,19035,Iowa,
Merrill,42.7197133,-96.2486357,1951375,Plymouth,x,,19149,Iowa,
Meservey,42.9123556,-93.4774669,1951420,Cerro Gordo,x,,19033,Iowa,
Meyer,43.4577455,-92.6926844,1951510,Mitchell,x,,19131,Iowa,CDP
Middle Amana,41.7955624,-91.8996227,1951600,Iowa,x,,19095,Iowa,CDP
Middletown,40.8271358,-91.2615169,1951735,Des Moines,x,,19057,Iowa,
Miles,42.0483573,-90.3156857,1952050,Jackson,x,,19097,Iowa,
Milford,43.3246863,-95.149996,1952095,Dickinson,x,,19059,Iowa,
Bankston,42.5186098,-90.9612418,1904510,Dubuque,x,,19061,Iowa,
Miller,43.1841245,-93.6002123,1952140,Hancock,x,,19081,Iowa,CDP
Millersburg,41.5733401,-92.1599027,1952230,Iowa,x,,19095,Iowa,
Millerton,40.8500034,-93.3071551,1952275,Wayne,x,,19185,Iowa,
Millville,42.6999921,-91.0742964,1952410,Clayton,x,,19043,Iowa,unincorporated community
Milo,41.2916612,-93.4424347,1952455,Warren,x,,19181,Iowa,
Milton,40.6733602,-92.1621241,1952500,Van Buren,x,,19177,Iowa,
Minburn,41.7563757,-94.0274544,1952545,Dallas,x,,19049,Iowa,
Minden,41.4669362,-95.5427822,1952590,Pottawattamie,x,,19155,Iowa,
Mineola,41.1432161,-95.6957551,1952635,Mills,x,,19129,Iowa,CDP
Mingo,41.7674881,-93.2835392,1952815,Jasper,x,,19099,Iowa,
Barnes City,41.5083371,-92.4682418,1904555,Mahaska,x,x,19123,Iowa,
Missouri Valley,41.5563713,-95.8877767,1952860,Harrison,x,,19085,Iowa,
Mitchell,43.3216363,-92.8668621,1952905,Mitchell,x,,19131,Iowa,
Mitchellville,41.6666555,-93.3571534,1952950,Jasper,,,19099,Iowa,
Mitchellville,41.6666555,-93.3571534,1952950,Polk,x,x,19153,Iowa,
Modale,41.6205466,-96.0100118,1952995,Harrison,x,,19085,Iowa,
Mona,43.487457,-92.943359,1953085,MItchell,x,,19131,Iowa,CDP
Mondamin,41.7103572,-96.0205391,1953175,Harrison,x,,19085,Iowa,
Moneta,43.1291394,-95.3905589,1953220,O'Brien,x,,19141,Iowa,other
Monmouth,42.07696,-90.8798647,1953265,Jackson,x,,19097,Iowa,
Monona,43.0516494,-91.3893041,1953310,Clayton,x,,19043,Iowa,
Barnes City,41.5083371,-92.4682418,1904555,Poweshiek,,,19157,Iowa,
Monroe,41.5208256,-93.1038129,1953355,Jasper,x,,19099,Iowa,
Montezuma,41.585834,-92.5274091,1953490,Poweshiek,x,,19157,Iowa,
Monticello,42.2383351,-91.1870937,1953625,Jones,x,,19105,Iowa,
Montour,41.9813789,-92.7149187,1953670,Tama,x,,19171,Iowa,
Montrose,40.5322644,-91.414876,1953760,Lee,x,,19111,Iowa,
Moorhead,41.9224881,-95.8513975,1953850,Monona,x,,19133,Iowa,
Moorland,42.4419167,-94.2960772,1953895,Webster,x,,19187,Iowa,
Moravia,40.8916777,-92.8190852,1953985,Appanoose,x,,19007,Iowa,
Morley,42.0061198,-91.2462728,1954030,Jones,x,,19105,Iowa,
Morning Sun,41.0961428,-91.2576511,1954120,Louisa,x,,19115,Iowa,
Barnum,42.5085843,-94.3652468,1904645,Webster,x,,19187,Iowa,
Morrison,42.3441514,-92.6738081,1954165,Grundy,x,,19075,Iowa,
Moulton,40.6858857,-92.6771915,1954390,Appanoose,x,,19007,Iowa,
Mount Auburn,42.2566856,-92.0928678,1954435,Benton,x,,19011,Iowa,
Mount Ayr,40.7147147,-94.235232,1954480,Ringgold,x,,19159,Iowa,
